id	filename	md5	size	state
e9800013-c1f3-455e-90ab-e0cc23bdd7be	TCGA-A8-A0A4.25F8F043-2CD0-4344-9B4A-5BBB691B5BF9.PDF	9d65b6e901d29502007db3743d0d4be8	98664	released
10a1a37d-4905-4fc0-835c-cf78ba6abac0	nationwidechildrens.org_clinical.TCGA-A8-A0A4.xml	1eb104c33e1eec8614d3f76a962220b8	62116	released
e7c0a8aa-b659-40e4-b824-7182f6bb6c2f	nationwidechildrens.org_clinical.TCGA-V7-A7HQ.xml	594d2738da17a18a8178710fe3af6113	72008	released
40f1492e-d1da-4bc2-9cd5-5fee8d454e3e	TCGA-AN-A0FY.6C520037-2A9B-41CB-8362-97FFCA2AA6E2.PDF	ab458e3226f7ad60306fcf37c13cab09	52136	released
d7a64234-c905-469f-aeff-607b123bafb7	TCGA-A2-A3XY.EC1BB6E8-6897-4E70-80A6-5A4E4B9C4E1F.PDF	183bf0e33cdeb1c0dee96017d483ccae	217679	released
af8be34c-82be-4a97-b129-e0975f5c0ab0	nationwidechildrens.org_clinical.TCGA-BH-A0DX.xml	d56ff77dd524e7922389e8085c2229fe	78980	released
7618fafa-1164-40cb-b464-6ac90ad35c60	nationwidechildrens.org_clinical.TCGA-E2-A15J.xml	8fa2f295bd90d5a0181edb08c15ce5a5	84016	released
b88192c8-4d02-456c-a662-e68ce58a78fd	nationwidechildrens.org_clinical.TCGA-E2-A1IE.xml	6b28a5c36db7ed3acff25bb17709eb2b	126432	released
6b5231f9-e607-4d6a-9a0e-741e1b2568fb	TCGA-EW-A1P3.042304AE-706A-4033-A97F-3765A6AEC649.PDF	cd8b124e398842b61cd53faa18c6568a	265935	released
2129b182-b42c-4cfe-9366-1cc23c9163a6	TCGA-BH-A1F0.E2EE2397-0F8A-4A71-9B3C-0007F7D00500.PDF	081b7b31ef7f25536069233c52db2242	106192	released
56048722-981a-4689-9de0-42f92a116590	nationwidechildrens.org_clinical.TCGA-BH-A1F0.xml	6a046e3d516e12cd4312b563072c21a0	36578	released
179ff415-2be8-439b-8131-97de3912be25	TCGA-D8-A1XG.AA869507-1B46-4812-8EC5-A4E01C588E6E.PDF	f929b243f3a1372c8e9fb7bb64556dad	63462	released
c3d8fff8-69f6-430d-8d8d-e4864d5ae0e0	nationwidechildrens.org_clinical.TCGA-BH-A18U.xml	5cac88c6b67848e68ed3a68e096ab026	36769	released
e57d21db-3e1b-41ce-8d1e-34d8975a9234	TCGA-B6-A0I6.2D3D759B-D06A-4FC6-855A-5E9F83ADBED9.PDF	b1100e12fc326f89fa1bb208114da461	147077	released
e4f8364e-b5e8-4a91-99e0-77db91cb13fa	TCGA-BH-A18U.2616F70D-3E15-45BA-8907-65694595F726.PDF	ec8f3f55ae9e70d0acceaa5f86202acf	154786	released
f83a3aca-7211-40ea-8f19-587bcea4e3bb	TCGA-BH-A0E0.975989FE-8785-42C1-8551-53661B7B16A1.PDF	113474d70059d7c1660fc3b30b7b6df6	119109	released
73837d91-328e-479e-b31d-975de55b9108	nationwidechildrens.org_clinical.TCGA-AN-A0AM.xml	986f8358d71852915680130f706e139c	50944	released
62bf290e-85b8-48c8-b86e-77051091f9c6	TCGA-AR-A1AJ.0DEAC35F-8B73-4A9F-B7FA-2F501B736B0E.PDF	c37717559e004ecf4ac17e9e3f7f9497	57454	released
757689ff-828a-47e2-bd0e-c645066e4a7d	TCGA-LL-A440.5577BE88-72ED-43E5-9BB1-83D56C2EA346.PDF	d35ca11618f3bbf9aec619b9ae953126	540157	released
8fa5750c-8146-4981-8b4a-da23f63905b0	nationwidechildrens.org_omf.TCGA-A7-A26E.xml	0b2c5adf5c76c2c167501b74ab11de7d	19604	released
51945c4c-ea81-4bda-aeab-d210f7385b74	TCGA-E9-A1RE.80831A1A-95BD-4ECD-B7D9-6DDCD5313B25.PDF	7879f5c0b9c34402efce604a2922e111	65602	released
1e12ed31-79a1-404f-a705-2b26bfde86d5	nationwidechildrens.org_clinical.TCGA-E9-A248.xml	0208c9ebaf947188d2e0c2859617443b	63113	released
bd1f95de-af79-4da3-9f25-5f560aa90c0b	TCGA-A8-A06Y.5664F531-9D45-4302-A455-63E46B5EDD26.PDF	84d60668158f076990c2c03c0dd86408	50049	released
d93de3d5-f223-459c-b12b-8ae588e47b8b	nationwidechildrens.org_clinical.TCGA-LL-A6FR.xml	59dd044e85b32ba78c9749fb6b3c2e77	88979	released
44f219e5-900d-4dfb-aa54-967e702a9f40	TCGA-AN-A0FX.0CC079D3-EB90-47B5-B554-599A67C9E12A.PDF	6b7f8a2ce476bd149105c6c73ae4072b	60414	released
6b53c8c1-76a6-465c-8e41-bcd53d1ce4e5	nationwidechildrens.org_clinical.TCGA-A1-A0SI.xml	be81965a558868b8f9602cf74502f49c	36733	released
